epoch,total_steps,train_loss,val_loss
1,50,0.269531,0.539225
1,100,0.593750,0.509928
1,150,0.431641,0.493001
1,200,0.753906,0.479492
1,250,0.359375,0.471191
1,300,0.199219,0.465251
1,350,0.192383,0.459554
1,400,0.281250,0.454671
1,450,0.357422,0.451213
1,500,0.257812,0.450195
1,550,0.194336,0.446370
1,600,0.458984,0.442790
1,650,0.423828,0.442301
1,700,0.233398,0.441691
1,750,0.691406,0.439535
1,800,0.099609,0.438924
1,850,0.185547,0.435547
1,900,0.070801,0.436117
1,950,0.241211,0.433634
1,1000,0.233398,0.431559
1,1050,0.161133,0.431234
1,1100,0.201172,0.430664
1,1150,0.166992,0.429443
1,1200,0.367188,0.429403
1,1250,0.209961,0.426229
1,1300,0.318359,0.426961
1,1350,0.562500,0.429036
1,1400,0.546875,0.427450
1,1450,0.143555,0.426270
1,1500,0.707031,0.424316
1,1550,0.265625,0.424032
1,1600,0.402344,0.421631
1,1650,0.554688,0.423543
1,1700,0.535156,0.423665
1,1750,0.601562,0.420939
1,1800,0.597656,0.420329
1,1850,0.617188,0.420044
1,1900,0.414062,0.419800
1,1950,0.192383,0.420451
1,2000,0.281250,0.420369
1,2050,0.292969,0.418620
1,2100,0.198242,0.418579
1,2150,0.273438,0.418132
1,2200,0.209961,0.417684
1,2250,0.314453,0.418132
1,2300,0.206055,0.416870
1,2350,0.171875,0.415609
1,2400,0.298828,0.416667
1,2450,0.221680,0.415080
1,2500,0.125977,0.414917
1,2550,0.186523,0.414673
1,2600,0.410156,0.414958
1,2650,0.253906,0.414836
1,2700,0.355469,0.414022
1,2750,0.417969,0.412598
1,2800,0.237305,0.413859
1,2850,0.976562,0.413005
1,2900,0.238281,0.412313
1,2950,0.147461,0.412069
1,3000,0.523438,0.411458
1,3050,0.161133,0.411662
1,3100,0.304688,0.410726
1,3150,0.593750,0.409424
1,3200,0.466797,0.409749
1,3250,0.148438,0.408366
1,3300,0.249023,0.409261
1,3350,0.402344,0.410156
1,3400,0.228516,0.410441
1,3450,0.269531,0.409383
1,3500,0.466797,0.408122
1,3550,0.230469,0.408529
1,3600,0.177734,0.408447
1,3650,0.112305,0.408325
1,3700,0.229492,0.408040
1,3750,0.275391,0.408610
1,3800,0.746094,0.407674
1,3850,0.192383,0.408732
1,3900,0.203125,0.407104
1,3950,0.283203,0.407552
1,4000,0.734375,0.406453
1,4050,0.223633,0.407511
1,4100,0.404297,0.408000
1,4150,0.412109,0.406942
1,4200,0.279297,0.407552
1,4250,0.226562,0.406738
1,4300,0.820312,0.406616
1,4350,0.100586,0.405884
1,4400,0.609375,0.406250
1,4450,0.472656,0.405924
1,4500,0.419922,0.406779
1,4550,0.165039,0.406169
1,4600,0.137695,0.406494
1,4650,0.656250,0.405680
1,4700,0.152344,0.406576
1,4750,0.785156,0.405396
1,4800,0.449219,0.404867
1,4850,0.273438,0.406006
1,4900,0.562500,0.405640
1,4950,0.173828,0.405924
1,5000,0.566406,0.404012
1,5050,0.605469,0.405314
1,5100,0.132812,0.405314
1,5150,0.359375,0.405233
1,5200,0.249023,0.404582
1,5250,0.570312,0.403931
1,5300,0.251953,0.404500
1,5350,0.263672,0.404622
1,5400,0.177734,0.403971
1,5450,0.104004,0.404541
1,5500,0.812500,0.403768
1,5550,0.250000,0.403524
1,5600,0.204102,0.402629
1,5650,0.151367,0.403402
1,5700,0.562500,0.404460
1,5746,0.359843,0.404338
2,5750,0.089355,0.404215
2,5800,0.519531,0.402669
2,5850,0.474609,0.403971
2,5900,0.248047,0.403076
2,5950,0.437500,0.402466
2,6000,0.273438,0.403035
2,6050,0.478516,0.403890
2,6100,0.523438,0.403035
2,6150,0.333984,0.402384
2,6200,0.189453,0.402303
2,6250,0.126953,0.403076
2,6300,0.503906,0.401896
2,6350,0.177734,0.402303
2,6400,0.427734,0.402344
2,6450,0.416016,0.402588
2,6500,0.726562,0.403280
2,6550,0.178711,0.402018
2,6600,0.570312,0.402140
2,6650,0.219727,0.401245
2,6700,0.126953,0.401449
2,6750,0.660156,0.401408
2,6800,0.143555,0.401693
2,6850,0.570312,0.401855
2,6900,0.773438,0.402140
2,6950,0.242188,0.401693
2,7000,0.515625,0.400838
2,7050,0.225586,0.401815
2,7100,0.392578,0.400553
2,7150,0.043945,0.400024
2,7200,0.100586,0.401001
2,7250,0.371094,0.400920
2,7300,0.239258,0.402344
2,7350,0.208008,0.401326
2,7400,0.699219,0.401774
2,7450,0.535156,0.400309
2,7500,0.236328,0.399984
2,7550,0.416016,0.401530
2,7600,0.234375,0.401449
2,7650,0.320312,0.400879
2,7700,0.335938,0.400309
2,7750,0.237305,0.400431
2,7800,0.269531,0.400431
2,7850,0.710938,0.399129
2,7900,0.191406,0.400065
2,7950,0.380859,0.399902
2,8000,0.419922,0.401245
2,8050,0.304688,0.400187
2,8100,0.437500,0.399984
2,8150,0.546875,0.399373
2,8200,0.156250,0.400228
2,8250,0.691406,0.400350
2,8300,0.176758,0.400228
2,8350,0.269531,0.401082
2,8400,0.108887,0.399943
2,8450,0.535156,0.399699
2,8500,0.683594,0.400879
2,8550,0.406250,0.399292
2,8600,0.160156,0.399902
2,8650,0.237305,0.399862
2,8700,0.699219,0.399333
2,8750,0.210938,0.398844
2,8800,0.542969,0.399699
2,8850,0.220703,0.400553
2,8900,0.223633,0.399211
2,8950,0.206055,0.399373
2,9000,0.188477,0.399699
2,9050,0.355469,0.400269
2,9100,0.679688,0.399577
2,9150,0.166992,0.398600
2,9200,0.108887,0.399455
2,9250,0.166016,0.400350
2,9300,0.153320,0.399699
2,9350,0.202148,0.399007
2,9400,0.394531,0.399618
2,9450,0.613281,0.399414
2,9500,0.071289,0.400024
2,9550,0.687500,0.400716
2,9600,0.503906,0.399902
2,9650,0.178711,0.399740
2,9700,0.585938,0.399780
2,9750,0.185547,0.400024
2,9800,0.210938,0.399333
2,9850,0.221680,0.397380
2,9900,0.390625,0.397949
2,9950,0.148438,0.398193
2,10000,0.380859,0.397542
2,10050,0.176758,0.398071
2,10100,0.617188,0.397583
2,10150,0.675781,0.397949
2,10200,0.171875,0.397664
2,10250,0.236328,0.397624
2,10300,0.667969,0.398641
2,10350,0.617188,0.398519
2,10400,0.267578,0.397990
2,10450,0.380859,0.398356
2,10500,0.179688,0.399658
2,10550,0.412109,0.397827
2,10600,0.145508,0.398519
2,10650,0.242188,0.397909
2,10700,0.664062,0.397664
2,10750,0.211914,0.396891
2,10800,0.257812,0.397054
2,10850,0.390625,0.396566
2,10900,0.298828,0.396647
2,10950,0.478516,0.396932
2,11000,0.488281,0.396362
2,11050,0.112793,0.397257
2,11100,0.345703,0.397095
2,11150,0.146484,0.397013
2,11200,0.135742,0.396891
2,11250,0.070312,0.396973
2,11300,0.186523,0.397380
2,11350,0.734375,0.396810
2,11400,0.110840,0.396037
2,11450,0.187500,0.396403
2,11492,0.326428,0.396281
3,11500,0.589844,0.396484
3,11550,0.386719,0.396688
3,11600,0.660156,0.397217
3,11650,0.285156,0.397013
3,11700,0.196289,0.396891
3,11750,0.163086,0.397624
3,11800,0.453125,0.396322
3,11850,0.124023,0.396484
3,11900,0.519531,0.396688
3,11950,0.277344,0.397664
3,12000,0.109375,0.396281
3,12050,0.500000,0.396281
3,12100,0.570312,0.398031
3,12150,0.447266,0.396851
3,12200,0.597656,0.396973
3,12250,0.281250,0.396810
3,12300,0.104004,0.396647
3,12350,0.191406,0.397461
3,12400,0.142578,0.396362
3,12450,0.498047,0.397298
3,12500,0.539062,0.397786
3,12550,0.122559,0.396932
3,12600,0.118652,0.397054
3,12650,0.184570,0.397664
3,12700,0.632812,0.397339
3,12750,0.121582,0.395874
3,12800,0.671875,0.396769
3,12850,0.221680,0.396403
3,12900,0.209961,0.397257
3,12950,0.328125,0.397339
3,13000,0.443359,0.398071
3,13050,0.135742,0.396932
3,13100,0.316406,0.397257
3,13150,0.176758,0.397502
3,13200,0.099121,0.397502
3,13250,0.094727,0.398275
3,13300,0.816406,0.397135
3,13350,0.500000,0.396851
3,13400,0.259766,0.396973
3,13450,0.320312,0.397013
3,13500,0.053467,0.397013
3,13550,0.269531,0.397583
3,13600,0.200195,0.397461
3,13650,0.656250,0.396851
3,13700,0.365234,0.397909
3,13750,0.123047,0.396932
3,13800,0.683594,0.396688
3,13850,0.191406,0.395793
3,13900,0.179688,0.396118
3,13950,0.304688,0.397013
3,14000,0.171875,0.396769
3,14050,0.523438,0.397257
3,14100,0.174805,0.397257
3,14150,0.539062,0.397298
3,14200,0.241211,0.397461
3,14250,0.298828,0.397176
3,14300,0.191406,0.397257
3,14350,0.427734,0.395915
3,14400,0.184570,0.397013
3,14450,0.898438,0.395101
3,14500,0.160156,0.395467
3,14550,0.167969,0.396240
3,14600,0.337891,0.394938
3,14650,0.550781,0.395752
3,14700,0.188477,0.396118
3,14750,0.453125,0.395020
3,14800,0.125977,0.395101
3,14850,0.384766,0.396525
3,14900,0.152344,0.396403
3,14950,0.184570,0.395955
3,15000,0.443359,0.395752
3,15050,0.294922,0.394816
3,15100,0.695312,0.395304
3,15150,0.460938,0.395101
3,15200,0.621094,0.395223
3,15250,0.265625,0.395508
3,15300,0.511719,0.395874
3,15350,0.707031,0.395264
3,15400,0.220703,0.395467
3,15450,0.773438,0.395101
3,15500,0.330078,0.395833
3,15550,0.333984,0.395223
3,15600,0.480469,0.394409
3,15650,0.129883,0.395345
3,15700,0.353516,0.395142
3,15750,0.320312,0.395752
3,15800,0.156250,0.394206
3,15850,0.578125,0.395101
3,15900,0.227539,0.395549
3,15950,0.141602,0.395101
3,16000,0.205078,0.395182
3,16050,0.236328,0.395060
3,16100,0.279297,0.395386
3,16150,0.174805,0.395223
3,16200,0.213867,0.394979
3,16250,0.519531,0.395508
3,16300,0.118164,0.394857
3,16350,0.234375,0.393962
3,16400,0.259766,0.395182
3,16450,0.225586,0.394572
3,16500,0.500000,0.394613
3,16550,0.198242,0.395020
3,16600,0.119629,0.395915
3,16650,0.351562,0.394938
3,16700,0.104492,0.393840
3,16750,0.292969,0.394328
3,16800,0.371094,0.394694
3,16850,0.359375,0.394124
3,16900,0.507812,0.394653
3,16950,0.255859,0.394246
3,17000,0.113770,0.394897
3,17050,0.103027,0.394816
3,17100,0.320312,0.394613
3,17150,0.300781,0.393555
3,17200,0.287109,0.393799
3,17238,0.317671,0.394775
